saccver,sname,staxonomy,sstrain,typestrain
NR_149242.1,Magnetospirillum marisnigri,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum,SP-1,True
NR_149241.1,Magnetospirillum caucaseum,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum,SO-1,True
NR_149240.1,Mycoavidus cysteinexigens,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Mycoavidus,B1-EB,True
NR_149239.1,Sphingomonas metalli,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,9O-5,True
NR_149238.1,Sulfuriferula thiophila,Bacteria; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Sulfuricellaceae; Sulfuriferula,mst6,True
NR_149237.1,Pseudovibrio stylochi,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Stappiaceae; Pseudovibrio,UST20140214-052,True
NR_149236.1,Thermithiobacillus plumbiphilus,Bacteria; Pseudomonadota; Acidithiobacillia; Acidithiobacillales; Thermithiobacillaceae; Thermithiobacillus,wk12,True
NR_149234.1,Rhizobacter profundi,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Rhizobacter,DS48-6-5,True
NR_149233.1,Luteimonas terrae,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas,THG-MD21,True
NR_149232.1,Peptoniphilus catoniae,Bacteria; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,M6.X2D,True
NR_149231.1,Phytoactinopolyspora alkaliphila,Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora,EGI 80629,True
NR_149230.1,Streptomyces andamanensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,KC-112,True
NR_149229.1,Agromyces insulae,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces,CFH S0483,True
NR_149228.1,Saccharopolyspora subtropica,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora,T3,True
NR_149226.1,Nocardia rayongensis,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,RY45-3,True
NR_149225.1,Nocardioides rotundus,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides,GY0594,True
NR_149224.1,Weeksella massiliensis,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Weeksella,FF8,True
NR_149223.1,Streptomyces gamaensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NEAU-Gz11,True
NR_149221.1,Spirosoma luteolum,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma,16F6E,True
NR_149219.1,Microvirga arabica,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Microvirga,SV2184P,True
NR_149218.1,Microvirga makkahensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Microvirga,SV1470,True
NR_149216.1,Massilia chloroacetimidivorans,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia group; Massilia,TA-C7e,True
NR_149215.1,Litorivivens aequoris,Bacteria; Pseudomonadota; Gammaproteobacteria; Litorivivens. REFERENCE   1  (bases 1 to 1395,KMU-37,True
NR_149214.1,Lentzea chajnantorensis,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Lentzea,H45,True
NR_149212.1,Hymenobacter daeguensis,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter,16F3Y-2,True
NR_149208.1,Haemophilus massiliensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,FF7,True
NR_149207.1,Geodermatophilus daqingensis,Bacteria; Actinomycetota; Actinomycetes; Geodermatophilales; Geodermatophilaceae; Geodermatophilus,WT-2-1,True
NR_149205.1,Bacillus ndiopicus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus. REFERENCE   ,FF3,True
NR_149204.1,Azohydromonas ureilytica,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae; Azohydromonas,UCM-80,True
NR_149203.1,Azohydromonas riparia,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae; Azohydromonas,UCM-11,True
NR_149202.1,Acidicapsa ferrireducens,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Acidicapsa,MCF9,True
NR_149199.1,Thermoactinomyces khenchelensis,Bacteria; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Thermoactinomyces,T36,True
NR_149198.1,Thalassotalea sediminis,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassotalea,N211,True
NR_149196.1,Spirosoma radiotolerans,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma,DG5A,True
NR_149195.1,Spirosoma montaniterrae,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma,DY10,True
NR_149194.1,Spirosoma fluminis,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma,15J17,True
NR_149193.1,Saccharothrix ghardaiensis,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Saccharothrix,MB46,True
NR_149192.1,Rubricella aquisinus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rubricella,J82,True
NR_149191.1,Rhizobium aethiopicum,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium,HBR26,True
NR_149189.1,Planomonospora algeriensis,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Planomonospora,PM3,True
NR_149188.1,Pistricoccus aurantiacus,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Pistricoccus,SS9,True
NR_149187.1,Nocardioides gilvus,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides,XZ17,True
NR_149185.1,Kordiimonas sediminis,Bacteria; Pseudomonadota; Alphaproteobacteria; Kordiimonadales; Kordiimonadaceae; Kordiimonas,N39,True
NR_149184.1,Hymenobacter terrae,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter,DG7A,True
NR_149183.1,Hydrogenophaga laconesensis,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga,HWB-10,True
NR_149182.1,Gracilibacillus massiliensis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Gracilibacillus,Awa-1,True
NR_149181.1,Frankia inefficax,Bacteria; Actinomycetota; Actinomycetes; Frankiales; Frankiaceae; Frankia,EuI1c,True
NR_149180.1,Deinococcus sedimenti,Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus,16F1L,True
NR_149179.1,Deinococcus puniceus,Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus,DY1,True
NR_149178.1,Deinococcus knuensis,Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus,16F3H,True
NR_149176.1,Blastococcus colisei,Bacteria; Actinomycetota; Actinomycetes; Geodermatophilales; Geodermatophilaceae; Blastococcus,BMG 822,True
NR_149175.1,Bacillus mesophilus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus. REFERENCE   1  (bases 1 to 1501,SA4,True
NR_149174.1,Aquamicrobium soli,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Aquamicrobium,NK8,True
NR_149173.1,Aequorivita nionensis,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Aequorivita,VBW088,True
NR_149172.1,Acuticoccus yangtzensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Amorphaceae; Acuticoccus,JL1095,True
NR_149171.1,Actinomadura algeriensis,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Actinomadura,ACD1,True
NR_114970.2,Exiguobacterium artemiae,Bacteria; Bacillota; Bacilli; Bacillales; Bacillales Family XII. Incertae Sedis; Exiguobacterium,9AN,True
NR_145944.2,Novosphingobium endophyticum,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium,EGI 60015,True
NR_144695.2,Corynebacterium jeddahense,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,JCB,True
NR_148865.1,Caldimicrobium thiodismutans,Bacteria; Thermodesulfobacteriota; Thermodesulfobacteria; Thermodesulfobacteriales; Thermodesulfobacteriaceae,TF1,True
NR_148864.1,Streptobacillus ratti,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Streptobacillus,OGS16,True
NR_148863.1,Alkalispirochaeta cellulosivorans,Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Alkalispirochaeta,JC227,True
NR_148862.1,Dinghuibacter silviterrae,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Dinghuibacter,DHOA34,True
NR_148861.1,Mucilaginibacter yixingensis,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,YX-36,True
NR_148860.1,Maribacter lutimaris,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Maribacter,KJ4,True
NR_148859.1,Niastella vici,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella,DJ57,True
NR_148858.1,Pontibacter amylolyticus,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Pontibacter,9-2,True
NR_148857.1,Mucilaginibacter carri,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,PR0008K,True
NR_148856.1,Flavobacterium brevivitae,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,TTM-43,True
NR_148853.1,Lysobacter tolerans,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,UM1,True
NR_148852.1,Aquisalinus flavus,Bacteria; Pseudomonadota; Alphaproteobacteria; Parvularculales; Parvularculaceae; Aquisalinus,D11M-2,True
NR_148851.1,Terasakiella brassicae,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Terasakiellaceae; Terasakiella,B3,True
NR_148850.1,Psychrobacter glaciei,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter,BIc20019,True
NR_148849.1,Marinobacterium aestuariivivens,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinobacterium,DB-1,True
NR_148848.1,Marinomonas spartinae,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinomonas,SMJ19,True
NR_148844.1,Acinetobacter dispersus,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter,ANC 4105,True
NR_148843.1,Acinetobacter courvalinii,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter,ANC 3623,True
NR_148841.1,Peteryoungia ipomoeae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Peteryoungia,shin9-1,True
NR_148840.1,Taibaiella coffeisoli,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella,TZCO2,True
NR_148839.1,Paenibacillus periandrae,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,PM10,True
NR_148838.1,Virgibacillus kapii,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Virgibacillus,KN3-8-4,True
NR_148837.1,Abyssivirga alkaniphila,Bacteria; Bacillota; Clostridia; Eubacteriales; Vallitaleaceae; Abyssivirga,L81,True
NR_148836.1,Cohnella saccharovorans,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Cohnella,CJ22,True
NR_148835.1,Nocardia camponoti,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,1H-HV4,True
NR_148834.1,Ornithinicoccus halotolerans,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Ornithinicoccus,EGI 80423,True
NR_148833.1,Arthrobacter echini,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Arthrobacter,AM23,True
NR_148832.1,Dermabacter vaginalis,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter,AD1-86,True
NR_148831.1,Nocardioides zeicaulis,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides,JM-601,True
NR_148830.1,Tessaracoccus flavus,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Tessaracoccus,RP1,True
NR_148829.1,Leucobacter holotrichiae,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Leucobacter,T14,True
NR_148828.1,Allohumibacter endophyticus,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Allohumibacter,MWE-A11,True
NR_148826.1,Sphaerimonospora cavernae,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Sphaerimonospora,N74,True
NR_148825.1,Actinopolyspora salinaria,Bacteria; Actinomycetota; Actinomycetes; Actinopolysporales; Actinopolysporaceae; Actinopolyspora,HS05-03,True
NR_148823.1,Hymenobacter paludis,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter,KBP-30,True
NR_148822.1,Bacteroides gallinaceum,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,C13EG186,True
NR_148821.1,Bacteroides caecicola,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,C13EG70,True
NR_148820.1,Duffyella gerundensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Duffyella,EM595,True
NR_148819.1,Rhizobium puerariae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium,PC004,True
NR_148818.1,Stenotrophomonas tumulicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas,T5916-2-1b,True
NR_148817.1,Sedimentibacter acidaminivorans,Bacteria; Bacillota; Tissierellia; Sedimentibacter. REFERENCE   1  (bases 1 to 1609,MO-SEDI,True
NR_148816.1,Sedimentibacter acidaminivorans,Bacteria; Bacillota; Tissierellia; Sedimentibacter. REFERENCE   1  (bases 1 to 1438,MO-SEDI,True
NR_148815.1,Paraclostridium benzoelyticum,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Paraclostridium,JC272,True
NR_148813.1,Bacillus piscicola,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus. REFERENCE   1  (bases 1 to 1453,NR1-3-2,True
NR_148811.1,Asanoa endophytica,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Asanoa,BR3-1,True
NR_148809.1,Fermentimonas caenicola,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Dysgonomonadaceae; Fermentimonas,ING2-E5B,True
NR_148808.1,Petrimonas mucosa,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Dysgonomonadaceae; Petrimonas,ING2-E5A,True
NR_148807.1,Proteiniphilum saccharofermentans,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Dysgonomonadaceae; Proteiniphilum,M3/6,True
NR_148806.1,Pseudofulvibacter marinus,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Pseudofulvibacter,RZW2-1,True
NR_148805.1,Membranihabitans marinus,Bacteria; Bacteroidota; Saprospiria; Saprospirales; Saprospiraceae; Membranihabitans,CZ-AZ5,True
NR_148804.1,Gaetbulibacter aquiaggeris,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gaetbulibacter,KEM-8,True
NR_148803.1,Anseongella ginsenosidimutans,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Anseongella,Gsoil 524,True
NR_148802.1,Marinagarivorans algicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Marinagarivorans,Z1,True
NR_148800.1,Ehrlichia minasensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Ehrlichia,UFMG-EV,True
NR_148799.1,Arenimonas aestuarii,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Arenimonas,S2-21,True
NR_148798.1,Pseudomonas populi,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,KBL-4-9,True
NR_148797.1,Lysobacter terricola,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,5GH18-14,True
NR_148796.1,Pseudahrensia todarodis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Ahrensiaceae; Pseudahrensia,KHS02,True
NR_148795.1,Paraburkholderia jirisanensis,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,JRM2-1,True
NR_148794.1,Dethiosulfatarculus sandiegensis,Bacteria; Thermodesulfobacteriota; Desulfarculia; Desulfarculales; Desulfarculaceae; Dethiosulfatarculus,SPR,True
NR_148793.1,Roseomonas arctica,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas,M6-79,True
NR_148792.1,Lampropedia cohaerens,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Lampropedia,CT6,True
NR_148791.1,Brevundimonas albigilva,Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas,NHI-13,True
NR_148789.1,Paenibacillus bovis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,BD3526,True
NR_148788.1,Mobilisporobacter senegalensis,Bacteria; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Mobilisporobacter,Gal1,True
NR_148785.1,Virgibacillus flavescens,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Virgibacillus,S1-20,True
NR_148784.1,Bifidobacterium eulemuris,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,LMM_E3,True
NR_148783.1,Tenggerimyces flavus,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Tenggerimyces,S6R2A4-9,True
NR_148782.1,Streptomyces polygonati,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NEAU-G9,True
NR_148781.1,Streptomyces arcticus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,ZLN234,True
NR_148780.1,Streptomyces daqingensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NEAU-ZJC8,True
NR_148779.1,Promicromonospora alba,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Promicromonosporaceae; Promicromonospora,1C-HV12,True
NR_148777.1,Pseudoclavibacter endophyticus,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Pseudoclavibacter,EGI 60007,True
NR_148776.1,Streptomyces yangpuensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,fd2-tb,True
NR_148775.1,Phycicoccus endophyticus,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Phycicoccus,IP6SC6,True
NR_148774.1,Flavobacterium lutivivi,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,HQQ,True
NR_148773.1,Apibacter adventoris,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Apibacter,wkB301,True
NR_148772.1,Tenacibaculum ascidiaceicola,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum,RSS1-6,True
NR_148771.1,Mucilaginibacter roseus,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,TTM-1,True
NR_148770.1,Novosphingobium piscinae,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium,SLH-16,True
NR_148769.1,Brevirhabdus pacifica,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Brevirhabdus,DY6-4,True
NR_148766.1,Nitrincola alkalisediminis,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Nitrincola,MEB087,True
NR_148765.1,Desulfurella amilsii,Bacteria; Campylobacterota; Desulfurellia; Desulfurellales; Desulfurellaceae; Desulfurella,TR1,True
NR_148762.1,Terrilactibacillus laevilacticus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Terrilactibacillus,NK26-11,True
NR_148761.1,Nakamurella endophytica,Bacteria; Actinomycetota; Actinomycetes; Nakamurellales; Nakamurellaceae; Nakamurella,2Q3S-4-2,True
NR_148760.1,Streptosporangium saharense,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Streptosporangium,SG20,True
NR_148757.1,Thiolapillus brandeum,Bacteria; Pseudomonadota; Gammaproteobacteria; Thiolapillus. REFERENCE   ,Hiromi 1,True
NR_148604.2,Streptomyces spongiicola,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,HNM0071,True
